Filepath,Match Status,Folder Name,Sample Name,Sample Number,Lane Number,Read
T116_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N094_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T055_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N098_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T149_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N149_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N137_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E0184_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T129_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N133_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N115_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N023_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T153_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T069_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T116_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T151_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T041_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N041_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N029_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
N155_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E002_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E5465_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E002_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E5465_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E001_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E001_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E0184_2_val_2,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
E0184_1_val_1,Duplicate,2021-07-28_bis_amplicon_cr92_colon_norm_tumor_e_saliva_aging,,,,
T61_S43_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T61,S43,L001,R1
T61_S43_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T61,S43,L001,R2
T61_S43_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T61,S43,L002,R2
T61_S43_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T61,S43,L002,R1
T87_S9_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T87,S9,L002,R2
T87_S9_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T87,S9,L002,R1
T87_S9_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T87,S9,L001,R1
T87_S9_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T87,S9,L001,R2
T45_S23_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T45,S23,L001,R1
T45_S23_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T45,S23,L001,R2
T45_S23_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T45,S23,L002,R2
T45_S23_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T45,S23,L002,R1
N84_S18_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N84,S18,L001,R2
N84_S18_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N84,S18,L002,R1
N84_S18_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N84,S18,L002,R2
N84_S18_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N84,S18,L001,R1
N86_S22_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N86,S22,L001,R1
N86_S22_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N86,S22,L001,R2
N86_S22_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N86,S22,L002,R2
N86_S22_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N86,S22,L002,R1
N8_S12_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N8,S12,L001,R2
N8_S12_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N8,S12,L002,R1
N8_S12_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N8,S12,L002,R2
N8_S12_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N8,S12,L001,R1
T73b_S11_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73b,S11,L001,R1
T73b_S11_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73b,S11,L002,R1
T73b_S11_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73b,S11,L002,R2
T73b_S11_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73b,S11,L001,R2
T43_S37_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T43,S37,L002,R2
T43_S37_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T43,S37,L001,R1
T43_S37_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T43,S37,L002,R1
T43_S37_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T43,S37,L001,R2
N64_S4_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N64,S4,L001,R1
N64_S4_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N64,S4,L002,R1
N64_S4_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N64,S4,L001,R2
N64_S4_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N64,S4,L002,R2
T73_S7_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73,S7,L001,R1
T73_S7_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73,S7,L002,R1
T73_S7_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73,S7,L002,R2
T73_S7_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T73,S7,L001,R2
T67_S29_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T67,S29,L002,R1
T67_S29_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T67,S29,L001,R2
T67_S29_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T67,S29,L001,R1
T67_S29_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T67,S29,L002,R2
N26_S36_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N26,S36,L001,R2
N26_S36_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N26,S36,L002,R2
N26_S36_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N26,S36,L001,R1
N26_S36_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N26,S36,L002,R1
Y112_S57_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y112,S57,L001,R1
Y112_S57_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y112,S57,L001,R2
Y112_S57_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y112,S57,L002,R1
Y112_S57_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y112,S57,L002,R2
N58_S42_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N58,S42,L001,R2
N58_S42_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N58,S42,L001,R1
N58_S42_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N58,S42,L002,R2
N58_S42_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N58,S42,L002,R1
T35_S13_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T35,S13,L002,R1
T35_S13_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T35,S13,L001,R2
T35_S13_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T35,S13,L002,R2
T35_S13_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T35,S13,L001,R1
Y101_S51_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y101,S51,L002,R2
Y101_S51_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y101,S51,L001,R2
Y101_S51_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y101,S51,L001,R1
Y101_S51_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y101,S51,L002,R1
T65_S39_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T65,S39,L002,R2
T65_S39_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T65,S39,L001,R1
T65_S39_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T65,S39,L001,R2
T65_S39_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T65,S39,L002,R1
T25_S35_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T25,S35,L002,R1
T25_S35_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T25,S35,L002,R2
T25_S35_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T25,S35,L001,R1
T25_S35_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T25,S35,L001,R2
T21_S27_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T21,S27,L002,R2
T21_S27_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T21,S27,L001,R1
T21_S27_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T21,S27,L002,R1
T21_S27_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T21,S27,L001,R2
N36_S14_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N36,S14,L002,R2
N36_S14_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N36,S14,L002,R1
N36_S14_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N36,S14,L001,R2
N36_S14_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N36,S14,L001,R1
T83_S17_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T83,S17,L001,R1
T83_S17_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T83,S17,L002,R2
T83_S17_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T83,S17,L002,R1
T83_S17_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T83,S17,L001,R2
N82_S2_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N82,S2,L001,R1
N82_S2_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N82,S2,L002,R2
N82_S2_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N82,S2,L002,R1
N82_S2_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N82,S2,L001,R2
T79_S15_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T79,S15,L002,R1
T79_S15_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T79,S15,L001,R1
T79_S15_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T79,S15,L002,R2
T79_S15_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T79,S15,L001,R2
N80_S16_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N80,S16,L001,R2
N80_S16_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N80,S16,L002,R2
N80_S16_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N80,S16,L001,R1
N80_S16_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N80,S16,L002,R1
N16_S46_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N16,S46,L001,R2
N16_S46_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N16,S46,L001,R1
N16_S46_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N16,S46,L002,R2
N16_S46_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N16,S46,L002,R1
T63_S3_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T63,S3,L002,R1
T63_S3_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T63,S3,L002,R2
T63_S3_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T63,S3,L001,R1
T63_S3_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T63,S3,L001,R2
T81_S1_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T81,S1,L002,R2
T81_S1_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T81,S1,L001,R1
T81_S1_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T81,S1,L002,R1
T81_S1_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T81,S1,L001,R2
N74_S8_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N74,S8,L001,R2
N74_S8_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N74,S8,L002,R1
N74_S8_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N74,S8,L002,R2
N74_S8_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N74,S8,L001,R1
N38_S32_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N38,S32,L002,R1
N38_S32_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N38,S32,L001,R1
N38_S32_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N38,S32,L001,R2
N38_S32_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N38,S32,L002,R2
T49_S47_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T49,S47,L001,R2
T49_S47_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T49,S47,L002,R1
T49_S47_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T49,S47,L001,R1
T49_S47_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T49,S47,L002,R2
T15_S45_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T15,S45,L002,R2
T15_S45_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T15,S45,L002,R1
T15_S45_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T15,S45,L001,R2
T15_S45_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T15,S45,L001,R1
N48_S34_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N48,S34,L002,R1
N48_S34_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N48,S34,L001,R1
N48_S34_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N48,S34,L001,R2
N48_S34_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N48,S34,L002,R2
N68_S30_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N68,S30,L002,R2
N68_S30_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N68,S30,L002,R1
N68_S30_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N68,S30,L001,R1
N68_S30_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N68,S30,L001,R2
N88_S10_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N88,S10,L001,R2
N88_S10_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N88,S10,L001,R1
N88_S10_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N88,S10,L002,R2
N88_S10_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N88,S10,L002,R1
N66_S40_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N66,S40,L001,R2
N66_S40_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N66,S40,L002,R2
N66_S40_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N66,S40,L001,R1
N66_S40_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N66,S40,L002,R1
Y109_S53_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y109,S53,L002,R2
Y109_S53_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y109,S53,L002,R1
Y109_S53_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y109,S53,L001,R2
Y109_S53_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y109,S53,L001,R1
Y79_S49_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y79,S49,L001,R1
Y79_S49_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y79,S49,L001,R2
Y79_S49_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y79,S49,L002,R2
Y79_S49_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y79,S49,L002,R1
T17_S5_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T17,S5,L002,R1
T17_S5_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T17,S5,L001,R1
T17_S5_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T17,S5,L001,R2
T17_S5_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T17,S5,L002,R2
Y107_S54_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y107,S54,L002,R2
Y107_S54_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y107,S54,L001,R2
Y107_S54_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y107,S54,L001,R1
Y107_S54_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y107,S54,L002,R1
N10_S20_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N10,S20,L002,R2
N10_S20_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N10,S20,L002,R1
N10_S20_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N10,S20,L001,R2
N10_S20_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N10,S20,L001,R1
T85_S21_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T85,S21,L001,R2
T85_S21_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T85,S21,L001,R1
T85_S21_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T85,S21,L002,R2
T85_S21_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T85,S21,L002,R1
T37_S31_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T37,S31,L001,R2
T37_S31_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T37,S31,L001,R1
T37_S31_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T37,S31,L002,R2
T37_S31_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T37,S31,L002,R1
T53_S25_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T53,S25,L002,R2
T53_S25_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T53,S25,L002,R1
T53_S25_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T53,S25,L001,R1
T53_S25_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T53,S25,L001,R2
T47_S33_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T47,S33,L001,R2
T47_S33_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T47,S33,L001,R1
T47_S33_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T47,S33,L002,R2
T47_S33_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T47,S33,L002,R1
N18_S6_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N18,S6,L001,R2
N18_S6_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N18,S6,L001,R1
N18_S6_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N18,S6,L002,R2
N18_S6_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N18,S6,L002,R1
N44_S38_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N44,S38,L001,R1
N44_S38_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N44,S38,L002,R2
N44_S38_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N44,S38,L002,R1
N44_S38_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N44,S38,L001,R2
N62_S44_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N62,S44,L001,R1
N62_S44_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N62,S44,L002,R2
N62_S44_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N62,S44,L001,R2
N62_S44_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N62,S44,L002,R1
T9_S19_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T9,S19,L002,R1
T9_S19_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T9,S19,L001,R1
T9_S19_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T9,S19,L001,R2
T9_S19_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T9,S19,L002,R2
Y89_S50_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y89,S50,L001,R2
Y89_S50_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y89,S50,L002,R1
Y89_S50_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y89,S50,L001,R1
Y89_S50_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y89,S50,L002,R2
N22_S28_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N22,S28,L002,R1
N22_S28_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N22,S28,L001,R2
N22_S28_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N22,S28,L002,R2
N22_S28_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N22,S28,L001,R1
Y103_S52_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y103,S52,L001,R2
Y103_S52_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y103,S52,L001,R1
Y103_S52_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y103,S52,L002,R2
Y103_S52_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y103,S52,L002,R1
Y113_S58_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y113,S58,L002,R1
Y113_S58_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y113,S58,L001,R1
Y113_S58_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y113,S58,L002,R2
Y113_S58_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y113,S58,L001,R2
Y111_S56_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y111,S56,L002,R1
Y111_S56_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y111,S56,L001,R2
Y111_S56_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y111,S56,L001,R1
Y111_S56_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y111,S56,L002,R2
T57_S41_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T57,S41,L001,R1
T57_S41_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T57,S41,L001,R2
T57_S41_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T57,S41,L002,R1
T57_S41_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,T57,S41,L002,R2
N54_S26_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N54,S26,L001,R1
N54_S26_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N54,S26,L002,R2
N54_S26_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N54,S26,L001,R2
N54_S26_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N54,S26,L002,R1
N50_S48_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N50,S48,L002,R1
N50_S48_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N50,S48,L001,R2
N50_S48_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N50,S48,L001,R1
N50_S48_L002_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,N50,S48,L002,R2
Y123_S60_L001_R2_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y123,S60,L001,R2
Y123_S60_L002_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y123,S60,L002,R1
Y123_S60_L001_R1_001,Matched,2019-07-17_16S_redownload_peace_colon_cancer,Y123,S60,L001,R1
